edge_name,weight
רֹוּד (-) חַצֶנ,2
הָּדֻקְּפ (-) םֹולָש,1
רָּפְסִמ (-) רֹוד,1
רָּפְסִמ (-) םָלֹוע,1
הָמְכָח (-) תַעַד,1
רֶצֵי (-) רָמֵח,11
דֹוס (-) הָוְרֶע,1
רֹוקָמ (-) הָּדִנ,2
רּוּכ (-) ןֶוָע,1
הֶנְבִמ (-) הָאָּטַח,1
ַחּור (-) הָעֹוּת,1
תֶרֶח (-) ןֹורָּכִז,1
ץֵק (-) חַצֶנ,1
הָפּוקְּת (-) רָּפְסִמ,1
הָפּוקְּת (-) הָנָש,1
הָפּוקְּת (-) םלָֹוע,1
הֶשֲעַמ (-) הָקָדְצ,2
הָדֹובֲע (-) ןֹוָע,1
יִרְּפ (-) הָפָש,1
עָּבַמ (-) ַחּור,2
עָּבַמ (-) הָפָש,1
ַחּור (-) שֹונֱא,1
בֹר (-) ןֶוָע,1
טָּפְשִמ (-) עַגֶנ,3
ןֵּב (-) שֹונֱא,1
ַחיִש (-) תַעַד,1
רֶצֶי (-) ְךּומָס,1
ליִוֱא (-) בֵל,5
ַחיִכֹומ (-) תֶמֱא,2
ץַחַמ (-) הָּכַמ,1
ַעיִמְשַמ (-) הָחְמִש,1
לֹורָע (-) הָפָש,2
ץֶמֹא (-) חֹּכ,1
לּובְּג (-) הָעְשִר,2
רֶצֵי (-) ְךּומָס,2
רָהְמִנ (-) בֵל,1
דֹוס (-) הָניִּב,1
רָשָי (-) ְךֶרֶּד,1
ןֹוָע (-) עָשָר,1
הָפָש (-) ץיִרָע,1
הָּלִהְק (-) עַשֶר,1
לֹושְחַנ (-) םָי,1
ריִחָּב (-) קֶדֶצ,1
ץיִלֵמ (-) תַעַּד,1
בֵהֹא (-) רָסּומ,1
שיִא (-) ביִר,1
ץיִלֵמ (-) תּועָּת,1
הֵזֹוח (-) הָחֹכְנ,1
ַחּור (-) הָאְנִק,1
שֵרֹּד (-) הָקְלֶח,1
לֹוק (-) ןֹומָה,2
לֹוק (-) םִיַמ,1
הָּמִזְמ (-) לָעָיִלְּב,1
םיִּיַח (-) רֶבֶּג,1
רֹורְצ (-) םיִּיַח,1
שְקֹומ (-) תַחַש,1
דֹוס (-) אְוַש,1
הָדֵע (-) לָעָיִלְּב,1
טָּפְשִמ (-) עָשָר,1
יִלְּכ (-) הָמָחְלִמ,3
בֹוהְל (-) תיִנֲח,1
ןֹומָה (-) םִּיַמ,1
ןֹואָש (-) לֹוק,1
הָאְנִק (-) ץיִלֵמ,1
הָאְנִק (-) בָזָּכ,1
הָדֵע (-) שֵרֹּד,1
הָדֵע (-) הָקְלֶח,1
שֵרֹּד (-) הָּיִמְר,1
שֶפֶנ (-) יִנָע,3
שֶפֶנ (-) שָר,2
דָי (-) קָזָח,1
דַחַּפ (-) הָוֹה,1
דַחַּפ (-) עָשָר,1
הָלֹוצְמ (-) םָי,1
ריִע (-) רָצְבִמ,1
הָּשִא (-) הָדֵל,1
לֶבֶח (-) ץָרְמִנ,1
רּוּכ (-) הָּיִרָה,3
רֵּבְשַמ (-) תֶוָמ,3
הָּיִרָה (-) רֶבֶּג,1
לֶבֶח (-) לֹואְש,1
לֶבֶח (-) ץֶרֶמ,1
הָּיִרָה (-) הָעְפֶא,1
רֵּבְשַמ (-) תַחַש,1
הֶשֲעַמ (-) תּוצָּלַּפ,1
שֹוא (-) ריִק,1
בֵשֹי (-) רָפָע,1
דֵרֹי (-) םָי,1
ןֹומָה (-) םִיַמ,1
ְךֹובָנ (-) םִיַמ,1
רֵּבְשַמ (-) םִיַמ,1
ןֹומָה (-) לֹוק,2
הֶשֲעַמ (-) הָעְפֶא,1
תֶלֶּד (-) תַחַש,1
הָּיִרָה (-) לֶוָע,1
ַחיִרָּב (-) םָלֹוע,1
ַחּור (-) הָעְפֶא,1
םּור (-) םָלֹוע,1
דֹוס (-) םָלֹוע,2
אָבָצ (-) שֹודָק,2
הָדֵע (-) ןֵּב,1
הָדֵע (-) םִיַמָש,1
לָרֹוּג (-) םָלֹוע,1
ַחּור (-) תַעַד,1
שֶפֶנ (-) ןֹויְבֶא,2
הָמּוהְמ (-) בַר,1
הָוֹה (-) הָבֵהְדַמ,1
חַּפ (-) תַחַש,1
הָדּוצְמ (-) הָעְשִר,1
תֶרֹמְכִמ (-) הָכְלֵח,1
לָרֹוּג (-) ףַא,1
ְךָּתַמ (-) הָמֵח,1
ץֵק (-) ןֹורָח,2
לֶבֶח (-) תֶוָמ,1
לַחַנ (-) לָעָיִלְּב,2
ףַגֲא (-) םּור,1
ביִבָש (-) בֹוהָל,1
שֹוא (-) רָמֵח,1
ַעֻּקִר (-) הָשָּבַי,1
דֹוסְי (-) רַה,1
לַחַנ (-) תֶפֶז,1
ְךֵּשַחְמ (-) םֹוהְּת,1
שֵרֹּג (-) שֶפֶר,1
שֵרֹּג (-) ץֶרֶא,1
ןֹומָה (-) ַחֹּכ,1
תֶמֱא (-) דֹובָּכ,1
אָבָצ (-) םִיַמָש,2
שֹוא (-) םָלֹוע,2
הָמָחְלִמ (-) רֹוּבִּג,1
הָמָחְלִמ (-) םִיַמָש,1
הָמֹוח (-) זֹע,1
הָוֹה (-) הָמּוהְמ,1
עַלֶס (-) לֶגֶר,1
ְךֶרֶּד (-) םָלֹוע,1
ץיִלֵמ (-) הָּיִמְר,1
ץיִלֵמ (-) בָזָּכ,1
הֶזֹוח (-) הָּיִמְר,1
הֶקְשַמ (-) תַעַּד,1
הָבָשֲחַמ (-) לָעָיִלְּב,1
הָבָשֲחַמ (-) בֵל,1
הָּמִז (-) לָעָיִלְּב,1
איִבָנ (-) בָזָּכ,1
הֶתֹּפ (-) תּועָּת,1
גֵעֹל (-) הָפָש,1
ְךֶרֶּד (-) בֵל,5
ןֹוזָח (-) תַעַּד,1
שיִא (-) הָמְרִמ,1
הֶזֹוח (-) תּועָּת,1
הָּמִזְמ (-) בֵל,2
דֹוס (-) שֹודָק,1
דָי (-) הָכְלֵח,1
םַע (-) ץֶרֶא,1
רֵבֹע (-) הֶּפ,1
הֶנָּפ (-) בַר,1
דֹוס (-) אֶלֶּפ,2
הָמְשַא (-) לַעַמ,2
ְךֶרֶּד (-) שֹונֱא,1
ַחֹוּכ (-) הָרּובְּג,1
ןֵּב (-) ןֹוצָר,2
לַעַמ (-) בָא,1
ַחֹּכ (-) דָי,1
הָּמִז (-) רֶצֵי,1
ןֵּב (-) הָמְשַא,3
רֵבֹש (-) םֶצֶע,1
רֵבֹש (-) ריִּדַא,1
הֶתֹש (-) םַּד,1
הֶתֹש (-) רֹובִּג,1
שֵרֹּפ (-) תֶרֹמְכִמ,1
ןֵּב (-) הָלְוַע,3
םִיַמ (-) תיִרְּב,1
הֶּפ (-) ריִפְּכ,1
הָמֵח (-) ןיִּנַּת,1
רֹורָמ (-) שֶפֶנ,1
הָּנִר (-) ןֹוגָי,1
ןֹועָמ (-) הֵיְרַא,1
הֶשֲעַמ (-) שֵא,1
עָשָר (-) םַעַ,1
רֹוּבִּג (-) אֶלֶּפ,1
םַע (-) וָנָע,1
יאטאט (-) לֶגֶר,1
רַהְמִנ (-) קֶדֶצ,1
ןֹויְבֶא (-) דֶסֶח,1
הָפָש (-) לֶוָע,1
דָמְצִנ (-) דֹוס,1
שיִא (-) הָצֵע,3
ןֵּב (-) הָוֹה,1
ןָיְעַמ (-) הָניִּב,1
הָוֹה (-) בֵל,1
ןֹושָל (-) רֶקֶש,1
הָמֵח (-) ןיּנַּת,1
לֵחֹז (-) רָפָע,1
םיִמָכְּת (-) דֶבֶע,1
רֹוּנִּכ (-) ביִר,1
ריִצ (-) דֵלֹי,1
רֹואָמ (-) הֶנָּפ,1
םֶחֶל (-) הָחָנֲא,1
רֹורָמ (-) םֹוי,1
לַעַּב (-) ןָדְמ,1
זָר (-) עַשֶּפ,2
המֹוח (-) זֹע,1
ַחיִרָּב (-) לֵזְרַּב,1
ַחיִכֹומ (-) קֶדֶצ,1
הָדֵע (-) אְוָש,1
דֹוס (-) סָמָח,1
בֵזֹע (-) האַּטַח,1
ןֹומָה (-) םַע,1
ןֹואָש (-) הָכָלְמַמ,1
רָעְצִמ (-) הָיְחִמ,1
בֹר (-) הָחיִלְס,3
רֶשֹי (-) תֶמֱא,1
ְךָאְלַמ (-) הֶנָּפ,1
הֶּפ (-) דֹובָּכ,1
יִפֱע (-) תַעַּטַמ,1
יִפֱע (-) םָלֹוע,1
רָהָנ (-) ןֶדֶע,1
ןָיְעַמ (-) רֹוא,1
רֹוקָמ (-) םָלֹוע,4
ביִבָש (-) ּהַגֹנ,1
שיִא (-) הָמְשַא,1
ְךֶרֶּד (-) שֶדֹק,2
ףַעַז (-) םָי,1
ַחּור (-) םיִעְוִע,2
רַעַש (-) תֶוָמ,1
ריִע (-) רֹוצָמ,1
תֶלֹקְשִמ (-) תֶמֱא,1
ןֶבֶא (-) ןֵח,1
תֶלֶּד (-) ןֵגָמ,1
ַחיִרָּב (-) זֹע,1
הָמָחְלִמ (-) הָעְשִר,2
בֶרֶח (-) לֵא,1
ץֵק (-) טָּפְשִמ,1
רַעַש (-) םָלֹוע,1
רֶצֵי (-) הָמְשַא,1
רֹוּבִּג (-) הָמָחְלִמ,1
בֵכֹש (-) רָפָע,1
תַעַלֹוּת (-) תֵמ,2
הָמָחְלִמ (-) דֵז,1
הָבָשֲחַמ (-) ַעֹר,1
רֶצֵי (-) תֹויֱה,1
שֹוא (-) תיִנְבַמ,1
שֹוא (-) םֶצֶע,1
הָוֹה (-) עַשֶּפ,1
לָּדְגִמ (-) זֹע,1
ַחּור (-) הָוֹה,1
הָפָש (-) רֶקֶש,1
רֶצֵי (-) הֶשֲעַמ,1
הָביִתְנ (-) הָקָדְצ,1
ליִבְש (-) דֹובָּכ,1
ליִבְש (-) םיִּיַח,1
ליִבְש (-) םֹולָש,1
רֶצֵי (-) דֶבֶע,1
הֶסֲחַמ (-) רָשָּב,1
ןֵּב (-) דֶסֶח,1
שיִא (-) תֵפֹומ,1
קיֵח (-) ןֵמֹא,2
תיִרֵאְש (-) שיִא,1
תיִרֵאְש (-) הָמָחְלִמ,1
לַעַּב (-) ביִר,2
רֹוא (-) עַבֶש,1
רֹואָמ (-) םָלֹוע,1
הֶוֲעַנ (-) בֵל,1
לֵא (-) םָלֹוע,1
חַצֶנ (-) חַצֶנ,1
שיִא (-) ּוהֹּת,1
לַעַּב (-) לֶבֶה,1
הָדֵע (-) אְוַש,1
דֹוס (-) םָלֱעֶנ,1
עּוּבַמ (-) םִיַמ,1
ץֶרֶא (-) הָּיִצ,1
הֶקְשַמ (-) ןַּג,1
עָּטַמ (-) שֹורְּב,1
ץֵע (-) םיִּיַח,1
רֶצֶנ (-) הֶלָע,1
הָּיַח (-) רַעַי,1
רֵבֹע (-) ְךֶרֶּד,1
ףֹוע (-) ףָנָּכ,1
ץֵע (-) םִיַמ,1
רֶצֶנ (-) שֶדֹק,1
תַעַּטַמ (-) תֶמֱא,1
זָר (-) רֹוּבִּג,1
זָר (-) ַחֹּכ,1
ַחּור (-) שֵדֹק,1
טַהַל (-) שֵא,1
ןָיְעַמ (-) םיִּיַח,1
ץֵע (-) םָלֹוע,2
םִיַמ (-) שֶדֹק,1
רֹוקָמ (-) םיִּיַח,1
זּוּב (-) רָהָנ,1
הֶרֹוי (-) םֶשֶּג,1
ַעּוּבַמ (-) םִיַמ,1
םִיַמ (-) לּוּבַמ,1
עָּטַמ (-) יִרְּפ,1
וַק (-) ןֹוכָנ,1
עָּטַמ (-) ץֵע,1
תֶלֹקְשִמ (-) שֶמֶש,1
הָרֵאְּפ (-) דֹובָּכ,1
רּוצ (-) שיִמָּלַח,1
תֵע (-) םֹח,1
ץֵע (-) שֻאָּב,1
דֵרֹי (-) לֹואְש,1
זֹועָמ (-) םיִַנְתָמ,1
קֵז (-) לֹושְכִמ,1
לֹוק (-) ןֹושָל,1
קֵז (-) טָּפְשִמ,1
לֹוק (-) הָחָנֲא,1
לַחַנ (-) םִּיַמ,1
ַעֵּלַבְמ (-) רָבָּד,1
הֶּפ (-) דֶבֶע,2
בֹר (-) ַחֹּכ,1
תֶשֹּב (-) הֶנָּפ,1
שיִא (-) הָמָחְלִמ,1
תֶשֹּב (-) הֶנֹּפ,1
זָר (-) הָמְכָח,1
אֵּפְרַמ (-) םָלֹוע,1
זֹוּב (-) רַצ,1
ליִלְּכ (-) דֹובָּכ,1
הָרּובְּג (-) םָלֹוע,1
ץַחַמ (-) הָּכַמ,1
הָרּובְג (-) אֶלֶּפ,1
בֹוחְר (-) םָלֹוע,1
דֵש (-) הֵרֹה,1
לֶכֶש (-) טָּפְשִמ,1
תַחַכֹוּת (-) קֶדֶצ,1
רָמְשִמ (-) םֹולָש,1
טֶלֶּפ (-) שֶפֶנ,1
רַש (-) לֵא,1
ְךֶלֶמ (-) דָּבְכִנ,1
לֵא (-) םיִמֲחַר,2
לֹודָּג (-) בּוט,1
רֶצֵי (-) רָשָּב,4
לִיַח (-) רֹוּבִּג,1
בֹר (-) ןָגָּד,1
בֹר (-) שֹוריִּת,1
בֹר (-) רָהְצִי,1
גֶלֶּפ (-) םִיַמ,1
םּור (-) ןֶדֶע,1
רֶדֶח (-) לֹואְּש,1
רֹוּבִּג (-) ַחֹּכ,1
יִגֲה (-) בֵל,1
הֶּפ (-) הָדֹוה,1
לָּזַמ (-) הָפָש,3
ןֹוכָמ (-) הָּנִר,1
הָבֵעֹוּת (-) הָּדִנ,1
אָבָצ (-) דַע,1
לֶבֵא (-) רֹורָמ,1
רֶצֵי (-) רֶבֶּג,1
הָבּושְּת (-) שֹונֱא,1
ןֹוגֹי (-) הָמְשַא,1
רֹוּנִּכ (-) הָניִק,1
דֵּפְּסִמ (-) רֹורָמ,1
רֹוּנִּכ (-) הָעּושְי,1
לֶבֶנ (-) הָחְמִש,1
ליִלָח (-) הָּלִהְּת,1
לֹוק (-) הָּנִר,1
דֹובָּכ (-) דַע,1
לֶכֶש (-) הָעֵּד,1
בֹר (-) תֶמֱא,1
ןֹומָה (-) דֶסֶח,1
לֵהֹא (-) דֹובָּכ,1
אֹובָמ (-) רֹוא,1
הָפּוקְּת (-) םֹוי,1
הָּקֻח (-) רֹואָמ,1
אָצֹומ (-) רֹוא,1
תיִשאֵר (-) הָלָשְמֶמ,1
דֵעֹומ (-) הָלְיַל,1
ץֵק (-) ףֵסָאֵה,1
הֶנָּפ (-) רֹוא,1
אָצֹומ (-) הָלְיַל,1
דָלֹומ (-) תֵע,1
דָלֹומ (-) דֹוסְי,1
דָלֹומ (-) ץֵק,1
הֶּפ (-) לֵא,1
הָדּועְּת (-) הָיָוֲה,1
ןָיְעַמ (-) רֹוּבִּג,1
הָאְנִק (-) הָלָּכ,1
רָדָה (-) דֹובָּכ,1
דַחַּפ (-) הָעְשִר,1
דֵעֹומ (-) הָמָמְש,1
ץֵק (-) דֹובָּכ,1
הֶוְקִמ (-) רָפָע,1
רֹודָמ (-) ְךֶשֹח,1
הָבּושְּת (-) רָפָע,1
הֶוְקִמ (-) דֹובָּכ,1
רֹוקָמ (-) הָרּובְּג,1
לֵרָע (-) ןֶזֹא,1
אָבָצ (-) תַעַּד,1
קֹח (-) ןֹוכָנ,1
בֵל (-) רָפָע,1
חַּפ (-) טָּפְשִמ,1
בֵל (-) ןֶבֶא,1
ןֶזֹא (-) רָפָע,2
ןֹוכָמ (-) םָלֹוע,1
רֹוא (-) םותרוא,1
רֶצֵי (-) רָפָע,3
הָביִתְנ (-) םֹולָש,1
ןוטמ (-) חַּפ,1
הֶוְקִמ (-) רֶפֶא,1
ַחּור (-) רַעַס,1
זָר (-) ץֶפֶח,1
םיִּמַצ (-) הָעְשִר,1
רֶצֵי (-) הָּיִמְר,1
רֶצֵי (-) הָלְוַע,1
הֶשֲעַמ (-) הָּיִמְר,1
הֶשֲעַמ (-) הָּדִנ,1
שיִא (-) עַשֶּפ,1
הָמְשַא (-) הָעְשִר,1
הָעּומְש (-) אֶלֶּפ,1
ןִיַע (-) ַעֵמֹש,1
ןיִמָי (-) זֹע,1
הָמְשַא (-) דּולָי,1
הָמְשַא (-) הָּשִא,1
רֹוקָמ (-) תֶמֱא,1
ןֵּב (-) לֵא,2
רָמְשִמ (-) קֶדֶצ,1
הָבּושְּת (-) ְךֶשֹח,1
לֶוָע (-) רֶצֵי,1
רֶצֵי (-) בָעְתִנ,1
ְךָאְלַמ (-) םֹולָש,1
תֹבֲע (-) ַחּור,1
ץֵק (-) ןֹוצָר,1
הָמָר (-) ַחֹּכ,1
בֹר (-) רָשָּב,1
תֵע (-) ןֹוָע,1
שיִא (-) ןֹודָז,1
אֶלֶּפ (-) זָר,1
הֶנְבִמ (-) לֵא,1
הָלְוַע (-) םַע,1
הָדֵע (-) שֹודָק,1
טָּפְשִמ (-) תֶמֱא,1
ןֶזֹא (-) רָשָּב,1
ץֵק (-) הָדּועְּת,1
בֵשֹי (-) הָמָדֲא,1
לֵא (-) קֶדֶצ,1
ַחֹּכ (-) הָרּובְּג,1
דָי (-) םָלֱעֶנ,1
ןָיְעַמ (-) םיִּיַח,1
הָּדִמ (-) הֶשֲעַמ,1
תִיַּב (-) הרוכמ,1
דֹוס (-) שיִא,2
זָר (-) היהנ,18
הֶּפ (-) ַחּור,1
לָקְשִמ (-) ןיכת,1
זָֹר (-) היהנ,1
רֹוסְחַמ (-) אָבָצ,1
הָדֹובֲע (-) הָעְשִר,2
ץֵק (-) תֶמֱא,1
ץֵק (-) דַע,2
לֵא (-) תֶמֱא,2
ֲחּור (-) שֶדֹק,1
הָמְכָח (-) ֹוטֹוא,1
ןֵּב (-) רֹוכְּב,1
הָלֲחַנ (-) דֹובָּכ,2
בֹר (-) הָניִּב,2
שֶרֹש (-) הָלְוַע,2
רּוּכ (-) הֶרֹוה,2
זֳר (-) היהנ,1
רָדָה (-) הֶנָּפ,1
רֶזֵע (-) רָשָּב,1
הָּׁשִא (-) קיֵח,1
רָאְש (-) הָוְרֶע,1
לּובְּג (-) םיִּיַח,1
הָעּובְש (-) רָּסִא,1
אָצֹומ (-) הֶּפ,1
הָּשִא (-) קיֵח,1
הָלֲחַנ (-) םיִּיַח,1
םיִמֲחַר (-) לֵא,2
הָלֲחַנ (-) תֶמֱא,1
הָּדֻקְּפ (-) הֶשֲעַמ,1
יִרְּפ (-) ןֹושָל,1
הָּדֻקְּפ (-) דַע,1
הָלָשְמֶמ (-) הֶשֲעַמ,1
רֶשֹּכ (-) הָניִבְמ,1
רָּתְסִנ (-) הָבָשֲחַמ,1
דֹובָּכ (-) זֹע,1
הָרּובְּג (-) הֶשֲעַמ,1
ןֹורָּכִז (-) םֹולָש,1
ןֵּב (-) תֵש,1
רֶפֵס (-) ןֹורָּכִז,2
רֵמֹש (-) רָבָּד,2
ןֹוזָח (-) יּוגָה,1
םַע (-) ַחּור,1
טָּפְשִמ (-) ַחּור,1
הָבָשֲחַמ (-) רֶצֵי,1
ןֹובָנ (-) רָשָּב,1
דָלֹומ (-) עַשֶי,1
זֹוחָמ (-) ץֶפֶח,1
רֹוסְחַמ (-) וטוא,1
הָאָלְפִנ (-) לֵא,1
דֹובָּכ (-) לֹּכ,1
הָאְנִק (-) שֹונֱא,1
בֹקָע (-) בֵל,1
הָמְכָח (-) טוא,1
דֶבֶע (-) ליִּכְשַמ,2
רַעַס (-) ַחּור,1
לֵא (-) הָׁעֵּד,1
רֶמֹש (-) רָבָּד,1
לֵחֹנ (-) תֶמֱא,1
שֶרֹש (-) הָניִּב,1
ןֵּב (-) םָדָא,1
ַחּור (-) הָניִּב,2
שֵרֹּד (-) תֶמֱא,1
קיִזְחַמ (-) הָעְשִר,1
דָסֹומ (-) ַעיִקָר,1
ריִחָּב (-) תֶמֱא,1
הָּלֻעְּפ (-) תֶמֱא,1
בֹר (-) רָדָה,1
דֹוס (-) לֵא,1
טָּפְשִמ (-) שֹונֱא,1
לָקְשִמ (-) ץֵק,1
הָבֵעֹוּת (-) שֶפֶנ,1
שֹודָק (-) שֶדֹק,1
הָפיֵא (-) תֶמֱא,2
שיִא (-) ןֹוצָר,1
ריִש (-) שֹודָק,1
תַעַּטַמ (-) םָלֹֹוע,1
לַחַנ (-) ץֶרֶא,1
הָמְכָח (-) דָי,5
ְךֵלֹה (-) םָדָא,1
שֵרֹּד (-) ץֶפֶח,1
םָכָח (-) בֵל,1
םֹוי (-) לָרֹוּג,1
ַחֹולְשִמ (-) דָי,1
בֹר (-) הָנָש,1
ַחֹכ (-) דָי,1
ףַּכ (-) לֶגֶר,1
הָחְמִש (-) ץֵל,1
ןֹוָע (-) הָבֵעֹוּת,1
הָחְמִש (-) תֶמֱא,1
רֹוקָמ (-) םִיַמ,1
חַמֶצ (-) הָמָדֲא,1
םיִּקַמֲעַמ (-) םִיַמ,1
אֹובָמ (-) םיִנָש,1
אָצֹומ (-) ץֵק,1
טוא (-) שיִא,1
לָקְשִמ (-) קֶדֶצ,1
לַעַּב (-) ןֶוָא,1
ןֵּב (-) הָּוַח,1
ַחֹּכ (-) לֵא,1
בֹר (-) דֹובָּכ,1
לָכֲאַמ (-) ןֵש,1
םּוחָל (-) ףֶשֶר,1
שאֹר (-) ץֶפֶח,1
ץֶפֶח (-) טוא,1
םִיַנְזאֹמ (-) קֶדֶצ,2
הָלֲחַנ (-) בָא,1
לֶבֶח (-) םָי,1
תַעַּד (-) הָדֹובֲע,1
תֹורֹפְס (-) שיִא,1
הֶשֲעַמ (-) קֶדֶצ,1
הָּדִמ (-) דֹובָּכ,1
הֶפָי (-) הֶאְרַמ,1
ףֶגֶנ (-) לֹושְכִמ,1
הָקּושְּת (-) בָא,1
בֹר (-) הָלֲחַנ,1
טָּפְשִמ (-) ןאֹצ,2
טָּפְשִמ (-) שֶדֹק,1
לֵבָא (-) קֶדֶצ,1
תִיַּב (-) ןֹוכָמ,1
הֶשֲעַמ (-) תיִרְּב,1
טָּפְשִמ (-) ְ,1
הָלֲחַנ (-) שֶדֹק,1
םֹוי (-) חַצֶנ,1
ץֵק (-) הֶדָש,1
הָלֲחַנ (-) םָדָא,1
לַעַּב (-) ןֹוכָמ,1
שאֹר (-) לֵמְרַּכ,1
יִרְּפ (-) הָבּונְּת,1
םיִמֲחַר (-) הֶרֹה,1
הָּזֻחֲא (-) ץֶרֶא,1
תיִשאֵר (-) יִרְּפ,1
תיִשאֵר (-) ןֶטֶּב,1
רֹוכְּב (-) הָמֵהְּב,1
יִרְּפ (-) ןֶטֶּּב,1
טָּפְשִמ (-) חַרֹק,1
איִשָנ (-) םַע,1
שיִא (-) הָמָדֲא,1
דֵעֹומ (-) ץִיַק,1
שיִא (-) לֶכֶש,1
לַעַּב (-) תֶלֶּוִא,1
בֹר (-) לֶכֶש,1
שיִא (-) הָמָׁדֲא,1
טֵפֹש (-) קֶדֶצ,1
דָי (-) םָדָא,1
